sound_effect_template                                                                                       tag     string    padding  tag splat     bitmap      sound   vertices   geometry     shared  duplicate      total
                                                                  sound\weapons\sniper_rifle\zoom_in         28          0          0          0          0          0          0          0       2021          0       2049
                                               sound_remastered\weapons\sniper_rifle\zoom_in\zoom_in         28          0          0          0          0          0          0          0       1966          0       1994
                                                                 sound\weapons\sniper_rifle\zoom_out         28          0          0          0          0          0          0          0       3310          0       3338
                                             sound_remastered\weapons\sniper_rifle\zoom_out\zoom_out         28          0          0          0          0          0          0          0       3077          0       3105
                                                       sound\weapons\impacts_riccs\bullet_flyby_long         28          0          0          0          0          0          0          0     149763          0     149791
                                            sound_remastered\weapons\impacts_riccs\bullet_flyby_long         28          0          0          0          0          0          0          0     274932          0     274960
                                                                     sound\weapons\sniper_rifle\fire         28          0          0          0          0          0          0          0     172552          0     172580
                                                          sound_remastered\weapons\sniper_rifle\fire         28          0          0          0          0          0          0          0     133396          0     133424
                                                  sound_remastered\reflections\sniperrifle\ext_close         28          0          0          0          0          0          0          0     177419          0     177447
                                                      sound_remastered\weapons\sniper_rifle\fire_lod         28          0          0          0          0          0          0          0      70857          0      70885
                                                    sound_remastered\reflections\sniperrifle\ext_lod         28          0          0          0          0          0          0          0     177419          0     177447
                                               sound_remastered\weapons\sniper_rifle\sniperrifle_lfe         28          0          0          0          0          0          0          0       1923          0       1951
                                                sound\materials\particles\shell_casings\marble\50cal         28          0          0          0          0          0          0          0      79537          0      79565
                                   sound_remastered\materials\particles\shell_casings\concrete\50cal         28          0          0          0          0          0          0          0     359875          0     359903
                                                  sound\materials\particles\shell_casings\dirt\50cal         28          0          0          0          0          0          0          0     123408          0     123436
                                       sound_remastered\materials\particles\shell_casings\dirt\50cal         28          0          0          0          0          0          0          0     136950          0     136978
                                                       sound\weapons\sniper_rifle\sniper_melee_first         28          0          0          0          0          0          0          0      11988          0      12016
                                            sound_remastered\weapons\sniper_rifle\sniper_melee_first         28          0          0          0          0          0          0          0      28841          0      28869
                                                            sound\weapons\sniper_rifle\sniper_posing         28          0          0          0          0          0          0          0      24052          0      24080
                                                 sound_remastered\weapons\sniper_rifle\sniper_posing         28          0          0          0          0          0          0          0      61134          0      61162
                                                             sound\weapons\sniper_rifle\sniper_ready         28          0          0          0          0          0          0          0      10060          0      10088
                                                  sound_remastered\weapons\sniper_rifle\sniper_ready         28          0          0          0          0          0          0          0      27970          0      27998
                                                      sound\weapons\rocket_launcher\rocket_fire_anim         28          0          0          0          0          0          0          0      17197          0      17225
                                           sound_remastered\weapons\rocket_launcher\rocket_fire_anim         28          0          0          0          0          0          0          0      23792          0      23820
                                                         sound\weapons\rocket_launcher\rocket_posing         28          0          0          0          0          0          0          0      61014          0      61042
                                              sound_remastered\weapons\rocket_launcher\rocket_posing         28          0          0          0          0          0          0          0     192851          0     192879
                                                          sound\weapons\rocket_launcher\rocket_ready         28          0          0          0          0          0          0          0      14353          0      14381
                                               sound_remastered\weapons\rocket_launcher\rocket_ready         28          0          0          0          0          0          0          0      26981          0      27009
                                                                  sound\weapons\needler\needler_drop         28          0          0          0          0          0          0          0      40863          0      40891
                                                       sound_remastered\weapons\needler\needler_drop         28          0          0          0          0          0          0          0      31068          0      31096
                                                             sound\weapons\needler\needler_drop_soft         28          0          0          0          0          0          0          0      40236          0      40264
                                                  sound_remastered\weapons\needler\needler_drop_soft         28          0          0          0          0          0          0          0      27110          0      27138
                                                               sound\weapons\needler\needler_granite         28          0          0          0          0          0          0          0      24436          0      24464
                                                    sound_remastered\weapons\needler\needler_granite         28          0          0          0          0          0          0          0      13228          0      13256
                                                                   sound\weapons\needler\needle_ricc         28          0          0          0          0          0          0          0      44696          0      44724
                                                                   sound\weapons\needler\needle_ammo         28          0          0          0          0          0          0          0       1651          0       1679
                                                                          sound\weapons\needler\expl         28          0          0          0          0          0          0          0      30797          0      30825
                                                               sound_remastered\weapons\needler\expl         28          0          0          0          0          0          0          0     126967          0     126995
                                                            sound\weapons\needler\needler_super_expl         28          0          0          0          0          0          0          0      15835          0      15863
                                                 sound_remastered\weapons\needler\needler_super_expl         28          0          0          0          0          0          0          0     132273          0     132301
                                                                 sound\weapons\needler\needler_flyby         28          0          0          0          0          0          0          0      97772          0      97800
                                                      sound_remastered\weapons\needler\needler_flyby         28          0          0          0          0          0          0          0     300564          0     300592
                                                                          sound\weapons\needler\fire         28          0          0          0          0          0          0          0      19310          0      19338
                                                               sound_remastered\weapons\needler\fire         28          0          0          0          0          0          0          0     131760          0     131788
                                                      sound_remastered\reflections\needler\int_small         28          0          0          0          0          0          0          0      50598          0      50626
                                                        sound_remastered\reflections\needler\int_med         28          0          0          0          0          0          0          0      60813          0      60841
                                                      sound_remastered\reflections\needler\int_large         28          0          0          0          0          0          0          0      93157          0      93185
                                                      sound_remastered\reflections\needler\ext_close         28          0          0          0          0          0          0          0     130170          0     130198
                                                           sound_remastered\weapons\needler\fire_lod         28          0          0          0          0          0          0          0      80000          0      80028
                                                  sound_remastered\reflections\needler\int_small_lod         28          0          0          0          0          0          0          0      50598          0      50626
                                                    sound_remastered\reflections\needler\int_med_lod         28          0          0          0          0          0          0          0      60813          0      60841
                                                  sound_remastered\reflections\needler\int_large_lod         28          0          0          0          0          0          0          0      93157          0      93185
                                                        sound_remastered\reflections\needler\ext_lod         28          0          0          0          0          0          0          0     130170          0     130198
                                                                       sound\weapons\needler\dryfire         28          0          0          0          0          0          0          0        581          0        609
                                                               sound\weapons\needler\needler_melee_1         28          0          0          0          0          0          0          0      15090          0      15118
                                                    sound_remastered\weapons\needler\needler_melee_1         28          0          0          0          0          0          0          0      27250          0      27278
                                                            sound\weapons\needler\needler_posing_one         28          0          0          0          0          0          0          0      47318          0      47346
                                                 sound_remastered\weapons\needler\needler_posing_one         28          0          0          0          0          0          0          0      87381          0      87409
                                                           sound\weapons\needler\needler_posing_zero         28          0          0          0          0          0          0          0      25429          0      25457
                                                sound_remastered\weapons\needler\needler_posing_zero         28          0          0          0          0          0          0          0     143825          0     143853
                                                                 sound\weapons\needler\needler_ready         28          0          0          0          0          0          0          0       8390          0       8418
                                                      sound_remastered\weapons\needler\needler_ready         28          0          0          0          0          0          0          0      22248          0      22276
                                                         sound\weapons\needler\needler_dual_pose_0_l         28          0          0          0          0          0          0          0      58902          0      58930
                                              sound_remastered\weapons\needler\needler_dual_pose_0_l         28          0          0          0          0          0          0          0      69629          0      69657
                                                         sound\weapons\needler\needler_dual_pose_0_r         28          0          0          0          0          0          0          0      58913          0      58941
                                              sound_remastered\weapons\needler\needler_dual_pose_0_r         28          0          0          0          0          0          0          0      69687          0      69715
                                                         sound\weapons\needler\needler_dual_pose_1_l         28          0          0          0          0          0          0          0      28677          0      28705
                                              sound_remastered\weapons\needler\needler_dual_pose_1_l         28          0          0          0          0          0          0          0      86016          0      86044
                                                         sound\weapons\needler\needler_dual_pose_1_r         28          0          0          0          0          0          0          0      28690          0      28718
                                              sound_remastered\weapons\needler\needler_dual_pose_1_r         28          0          0          0          0          0          0          0      86079          0      86107
                                                            sound\weapons\needler\needler_dual_ready         28          0          0          0          0          0          0          0      12438          0      12466
                                                 sound_remastered\weapons\needler\needler_dual_ready         28          0          0          0          0          0          0          0      43111          0      43139
                                                            sound\weapons\beam_rifle\beam_rifle_drop         28          0          0          0          0          0          0          0      27934          0      27962
                                                 sound_remastered\weapons\beam_rifle\beam_rifle_drop         28          0          0          0          0          0          0          0      19513          0      19541
                                                       sound\weapons\beam_rifle\beam_rifle_drop_soft         28          0          0          0          0          0          0          0      20022          0      20050
                                            sound_remastered\weapons\beam_rifle\beam_rifle_drop_soft         28          0          0          0          0          0          0          0      14191          0      14219
                      sound_remastered\weapons\beam_rifle\beam_rifle_overheat\beam_rifle_overheat\in         28          0          0          0          0          0          0          0     312768          0     312796
                    sound_remastered\weapons\beam_rifle\beam_rifle_overheat\beam_rifle_overheat\loop         28          0          0          0          0          0          0          0      82224          0      82252
                     sound_remastered\weapons\beam_rifle\beam_rifle_overheat\beam_rifle_overheat\out         28          0          0          0          0          0          0          0      58752          0      58780
                                 sound\weapons\beam_rifle\beam_rifle_overheat\beam_rifle_overheat\in         28          0          0          0          0          0          0          0     198072          0     198100
                               sound\weapons\beam_rifle\beam_rifle_overheat\beam_rifle_overheat\loop         28          0          0          0          0          0          0          0      72684          0      72712
                                sound\weapons\beam_rifle\beam_rifle_overheat\beam_rifle_overheat\out         28          0          0          0          0          0          0          0      30456          0      30484
                                                         sound\weapons\beam_rifle\beam_rifle_zoom_in         28          0          0          0          0          0          0          0       7343          0       7371
                                               sound_remastered\weapons\beam_rifle\beamrifle_zoom\in         28          0          0          0          0          0          0          0       5760          0       5788
                                                        sound\weapons\beam_rifle\beam_rifle_zoom_out         28          0          0          0          0          0          0          0       4853          0       4881
                                              sound_remastered\weapons\beam_rifle\beamrifle_zoom\out         28          0          0          0          0          0          0          0       5644          0       5672
                                                            sound\weapons\beam_rifle\beam_rifle_fire         28          0          0          0          0          0          0          0      79783          0      79811
                                                 sound_remastered\weapons\beam_rifle\beam_rifle_fire         28          0          0          0          0          0          0          0      92170          0      92198
                                                    sound_remastered\reflections\beamrifle\int_small         28          0          0          0          0          0          0          0      81413          0      81441
                                                      sound_remastered\reflections\beamrifle\int_med         28          0          0          0          0          0          0          0     104951          0     104979
                                                    sound_remastered\reflections\beamrifle\int_large         28          0          0          0          0          0          0          0     143501          0     143529
                                                    sound_remastered\reflections\beamrifle\ext_close         28          0          0          0          0          0          0          0     199141          0     199169
                                               sound_remastered\reflections\beamrifle\ext_city_close         28          0          0          0          0          0          0          0     219041          0     219069
                                             sound_remastered\weapons\beam_rifle\beam_rifle_fire_lod         28          0          0          0          0          0          0          0     129917          0     129945
                                                   sound_remastered\weapons\beam_rifle\beamrifle_lfe         28          0          0          0          0          0          0          0       6894          0       6922
                                                         sound\weapons\beam_rifle\beam_rifle_misfire         28          0          0          0          0          0          0          0       7766          0       7794
                                               sound\weapons\beam_rifle\beam_rifle_first_person_fire         28          0          0          0          0          0          0          0      55808          0      55836
                                    sound_remastered\weapons\beam_rifle\beam_rifle_first_person_fire         28          0          0          0          0          0          0          0      38634          0      38662
                                                           sound\weapons\beam_rifle\beam_rifle_ready         28          0          0          0          0          0          0          0      44404          0      44432
                                                sound_remastered\weapons\beam_rifle\beam_rifle_ready         28          0          0          0          0          0          0          0      34175          0      34203
                                                      sound\weapons\beam_rifle\beam_rifle_melee_var1         28          0          0          0          0          0          0          0      50366          0      50394
                                           sound_remastered\weapons\beam_rifle\beam_rifle_melee_var1         28          0          0          0          0          0          0          0      39617          0      39645
                                                     sound\weapons\beam_rifle\beam_rifle_posing_var1         28          0          0          0          0          0          0          0     150987          0     151015
                                          sound_remastered\weapons\beam_rifle\beam_rifle_posing_var1         28          0          0          0          0          0          0          0     120702          0     120730
                                                     sound\weapons\beam_rifle\beam_rifle_posing_var2         28          0          0          0          0          0          0          0     255112          0     255140
                                          sound_remastered\weapons\beam_rifle\beam_rifle_posing_var2         28          0          0          0          0          0          0          0     224997          0     225025
                                                      sound\weapons\beam_rifle\beam_rifle_melee_var2         28          0          0          0          0          0          0          0      52943          0      52971
                                           sound_remastered\weapons\beam_rifle\beam_rifle_melee_var2         28          0          0          0          0          0          0          0      37520          0      37548
                                                        sound\weapons\energy_sword\energy_sword_drop         28          0          0          0          0          0          0          0      41341          0      41369
                                             sound_remastered\weapons\energy_sword\energy_sword_drop         28          0          0          0          0          0          0          0      67155          0      67183
                                                         sound\weapons\energy_sword\sword_impact_env         28          0          0          0          0          0          0          0      51321          0      51349
                                              sound_remastered\weapons\energy_sword\sword_impact_env         28          0          0          0          0          0          0          0     613376          0     613404
                                                   sound\weapons\energy_sword\sword_impact_character         28          0          0          0          0          0          0          0      30341          0      30369
                                        sound_remastered\weapons\energy_sword\sword_impact_character         28          0          0          0          0          0          0          0    1135744          0    1135772
                                  sound_remastered\weapons\energy_sword\sword_impact_character_swtnr         28          0          0          0          0          0          0          0      25119          0      25147
                                               sound_remastered\weapons\energy_sword\sword_loop\loop         28          0          0          0          0          0          0          0     141048          0     141076
                                               sound\weapons\energy_sword\sword_loop\sword_loop\loop         28          0          0          0          0          0          0          0     171576          0     171604
                                                              sound\weapons\energy_sword\sword_ready         28          0          0          0          0          0          0          0      20058          0      20086
                                            sound_remastered\weapons\energy_sword\energy_sword_ready         28          0          0          0          0          0          0          0     130665          0     130693
                                      sound_remastered\weapons\energy_sword\energy_sword_ready_swtnr         28          0          0          0          0          0          0          0      39075          0      39103
                                                   sound\weapons\energy_sword\energy_sword_depletion         28          0          0          0          0          0          0          0      44952          0      44980
                                        sound_remastered\weapons\energy_sword\energy_sword_depletion         28          0          0          0          0          0          0          0      52069          0      52097
                                                        sound\weapons\energy_sword\energy_sword_pose         28          0          0          0          0          0          0          0     115803          0     115831
                                             sound_remastered\weapons\energy_sword\energy_sword_pose         28          0          0          0          0          0          0          0     145395          0     145423
                                            sound_remastered\weapons\energy_sword\energy_melee_swtnr         28          0          0          0          0          0          0          0      42521          0      42549
                                       sound_remastered\weapons\energy_sword\energy_melee_swtnr_elec         28          0          0          0          0          0          0          0     113441          0     113469
                                                                  sound\weapons\ball\ball_melee_var1         28          0          0          0          0          0          0          0      62405          0      62433
                                                                  sound\weapons\ball\ball_melee_var3         28          0          0          0          0          0          0          0      52934          0      52962
                                                                 sound\weapons\ball\ball_posing_var0         28          0          0          0          0          0          0          0      95073          0      95101
                                                                 sound\weapons\ball\ball_posing_var1         28          0          0          0          0          0          0          0     174909          0     174937
                                                                    sound\weapons\ball\ball_put_away         28          0          0          0          0          0          0          0      25761          0      25789
                                                                       sound\weapons\ball\ball_ready         28          0          0          0          0          0          0          0      44939          0      44967
                                                   objects\powerups\assault_rifle_ammo_fixed\ar_ammo         28          0          0          0          0       2880          0          0          0          0       2908
                                               objects\weapons\rifle\assault_rifle\halo1\sounds\fire         28          0          0          0          0      34740          0          0          0          0      34768
                                              objects\weapons\rifle\assault_rifle\halo1\sounds\melee         28          0          0          0          0      37584          0          0          0          0      37612
                                              objects\weapons\rifle\assault_rifle\halo1\sounds\ready         28          0          0          0          0      14364          0          0          0          0      14392
                                             objects\weapons\rifle\assault_rifle\halo1\sounds\reload         28          0          0          0          0      38016          0          0          0          0      38044
                                                       sound\characters\sentinel\sentinel_laser_drop         28          0          0          0          0          0          0          0      44006          0      44034
                                                  sound\characters\sentinel\sentinel_laser_drop_soft         28          0          0          0          0          0          0          0      24780          0      24808
                                                         sound\characters\sentinel\sent_laser_impact         28          0          0          0          0          0          0          0     239220          0     239248
                                              sound_remastered\characters\sentinel\sent_laser_impact         28          0          0          0          0          0          0          0      78865          0      78893
          kashiiera\sounds\objects\weapons\support_low\flamethrower_ce\firing\flamethrower_ce_firing         28          0          0          0          0     219776          0          0          0          0     219804
              kashiiera\sounds\objects\weapons\support_low\flamethrower_ce\idle\flamethrower_ce_idle         28          0          0          0          0     176768          0          0          0          0     176796
                                                          sound\visual_effects\fusion_coil_destroyed         28          0          0          0          0          0          0          0     326765          0     326793
            kashiiera\sounds\objects\weapons\support_low\flamethrower_ce\melee\flamethrower_ce_melee         28          0          0          0          0      75648          0          0          0          0      75676
          kashiiera\sounds\objects\weapons\support_low\flamethrower_ce\posing\flamethrower_ce_posing         28          0          0          0          0     152704          0          0          0          0     152732
          kashiiera\sounds\objects\weapons\support_low\flamethrower_ce\reload\flamethrower_ce_reload         28          0          0          0          0     173696          0          0          0          0     173724
            kashiiera\sounds\objects\weapons\support_low\flamethrower_ce\ready\flamethrower_ce_ready         28          0          0          0          0      82304          0          0          0          0      82332
                     kashiiera\sounds\objects\weapons\support_high\fuel_rod_ce\projectiles\exploding         28          0          0          0          0     261120          0          0          0          0     261148
                                 kashiiera\sounds\objects\weapons\support_high\fuel_rod_ce\fire\fire         28          0          0          0          0      70656          0          0          0          0      70684
                                                             h1\weapons\pistol\fp\sound\pistol_melee         28          0          0          0          0      28656          0          0          0          0      28684
                                                            h1\weapons\pistol\fp\sound\pistol_posing         28          0          0          0          0      55404          0          0          0          0      55432
                                                             h1\weapons\pistol\fp\sound\pistol_ready         28          0          0          0          0      13608          0          0          0          0      13636
                                                            h1\weapons\pistol\fp\sound\pistol_reload         28          0          0          0          0      20916          0          0          0          0      20944
                               objects\weapons\zoephie\hce\support_high\fuel_rod_gun_digsite\fp\fire         28          0          0          0          0          0          0          0      70656          0      70684
                                                                        sound\weapons\chain_gun\fire         28          0          0          0          0          0          0          0      21406          0      21434
                                                             sound_remastered\weapons\chain_gun\fire         28          0          0          0          0          0          0          0     298979          0     299007
                                                          digsite\sound\sfx\weapons\smg\smg_99e_fire         28          0          0          0          0      12276          0          0          0          0      12304
                                                                  sound\weapons\shotgun\shotgun_drop         28          0          0          0          0          0          0          0      32991          0      33019
                                                       sound_remastered\weapons\shotgun\shotgun_drop         28          0          0          0          0          0          0          0      17595          0      17623
                                                             sound\weapons\shotgun\shotgun_drop_soft         28          0          0          0          0          0          0          0      32947          0      32975
                                                  sound_remastered\weapons\shotgun\shotgun_drop_soft         28          0          0          0          0          0          0          0      16926          0      16954
                                                              sound\weapons\excavator\excavator_fire         28          0          0          0          0    1277952          0          0          0          0    1277980
                                     sound\weapons\excavator\excavator_fp\excavator_dual_reload_left         28          0          0          0          0     581632          0          0          0          0     581660
                                    sound\weapons\excavator\excavator_fp\excavator_dual_reload_right         28          0          0          0          0     576512          0          0          0          0     576540
                                               sound\weapons\excavator\excavator_fp\excavator_reload         28          0          0          0          0     349696          0          0          0          0     349724
                                      sound\weapons\excavator\excavator_fp\excavator_dual_ready_left         28          0          0          0          0     128512          0          0          0          0     128540
                                     sound\weapons\excavator\excavator_fp\excavator_dual_ready_right         28          0          0          0          0     131072          0          0          0          0     131100
                                                sound\weapons\excavator\excavator_fp\excavator_ready         28          0          0          0          0     130560          0          0          0          0     130588
                                                sound\weapons\excavator\excavator_fp\excavator_melee         28          0          0          0          0     155136          0          0          0          0     155164
                                  sound\weapons\excavator\excavator_fp\excavator_dual_pose_left_var1         28          0          0          0          0     768000          0          0          0          0     768028
                                  sound\weapons\excavator\excavator_fp\excavator_dual_pose_left_var2         28          0          0          0          0     827904          0          0          0          0     827932
                                 sound\weapons\excavator\excavator_fp\excavator_dual_pose_right_var1         28          0          0          0          0     706048          0          0          0          0     706076
                                 sound\weapons\excavator\excavator_fp\excavator_dual_pose_right_var2         28          0          0          0          0     771584          0          0          0          0     771612
                                                 sound\weapons\excavator\excavator_fp\excavator_pose         28          0          0          0          0    2215424          0          0          0          0    2215452
                                  aife\weapons\spike_rifle\sounds\spike_rifle_drops\spike_rifle_drop         28          0          0          0          0      16544          0          0          0          0      16572
                             aife\weapons\spike_rifle\sounds\spike_rifle_drops\spike_rifle_drop_soft         28          0          0          0          0      16587          0          0          0          0      16615
                             aife\weapons\spike_rifle\sounds\spike_rifle_drops\spike_rifle_drop_dirt         28          0          0          0          0      15482          0          0          0          0      15510
                                                       aife\weapons\spike_rifle\sounds\spike_impacts         28          0          0          0          0      66045          0          0          0          0      66073
                                                  aife\weapons\spike_rifle\sounds\spike_impacts_soft         28          0          0          0          0      66522          0          0          0          0      66550
                                                  aife\weapons\spike_rifle\sounds\spike_impacts_dirt         28          0          0          0          0      74361          0          0          0          0      74389
                                                    aife\weapons\spike_rifle\sounds\spike_rifle_ammo         28          0          0          0          0      37259          0          0          0          0      37287
                                                         aife\weapons\spike_rifle\sounds\spike_flyby         28          0          0          0          0      56809          0          0          0          0      56837
                                                    aife\weapons\spike_rifle\sounds\spike_rifle_fire         28          0          0          0          0     212010          0          0          0          0     212038
                                                       aife\weapons\spike_rifle\sounds\spike_lod_far         28          0          0          0          0      31433          0          0          0          0      31461
aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_posing_dual_var1\fp_spike_rifle_posing_dual_var1_left         28          0          0          0          0      62161          0          0          0          0      62189
aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_posing_dual_var1\fp_spike_rifle_posing_dual_var1_right         28          0          0          0          0      60212          0          0          0          0      60240
aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_posing_dual_var2\fp_spike_rifle_posing_dual_var2_left         28          0          0          0          0      96722          0          0          0          0      96750
aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_posing_dual_var2\fp_spike_rifle_posing_dual_var2_right         28          0          0          0          0      98683          0          0          0          0      98711
                       aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_dual_ready_left         28          0          0          0          0      32329          0          0          0          0      32357
                      aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_dual_ready_right         28          0          0          0          0      32384          0          0          0          0      32412
                 aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_dual_reload_full_left         28          0          0          0          0      52238          0          0          0          0      52266
                aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_dual_reload_full_right         28          0          0          0          0      51676          0          0          0          0      51704
                                 aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_melee         28          0          0          0          0      54681          0          0          0          0      54709
                           aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_posing_var1         28          0          0          0          0     169282          0          0          0          0     169310
                                 aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_ready         28          0          0          0          0      37073          0          0          0          0      37101
                           aife\weapons\spike_rifle\sounds\fp_spike_rifle\fp_spike_rifle_reload_full         28          0          0          0          0      91612          0          0          0          0      91640
                                         objects\weapons\melee\gravity_hammer_h3\sounds\hammer_melee         28          0          0          0          0     748800          0          0          0          0     748828
                                        objects\weapons\melee\gravity_hammer_h3\sounds\hammer_posing         28          0          0          0          0    1344000          0          0          0          0    1344028
                                         objects\weapons\melee\gravity_hammer_h3\sounds\hammer_ready         28          0          0          0          0    1088624          0          0          0          0    1088652
                                           objects\weapons\melee\gravity_hammer_h3\sounds\hammer_hit         28          0          0          0          0    3047524          0          0          0          0    3047552
                                                                    sound\weapons\smg\fire_silenced3         28          0          0          0          0          0          0          0      40807          0      40835
                                                     sound\weapons\brute_shot\brute_shot_posing_var1         28          0          0          0          0          0          0          0     180585          0     180613
