sound_effect_template                                                                                       tag     string    padding  tag splat     bitmap      sound   vertices   geometry     shared  duplicate      total
                                                    sound\dialog\multiplayer_jpn\games\names\oddball         28          0          0          0          0          0          0          0      46080          0      46108
                                                     sound\dialog\multiplayer_de\games\names\oddball         28          0          0          0          0          0          0          0      39168          0      39196
                                                     sound\dialog\multiplayer_fr\games\names\oddball         28          0          0          0          0          0          0          0      41472          0      41500
                                                     sound\dialog\multiplayer_sp\games\names\oddball         28          0          0          0          0          0          0          0      55296          0      55324
                                                     sound\dialog\multiplayer_it\games\names\oddball         28          0          0          0          0          0          0          0      32256          0      32284
                                                    sound\dialog\multiplayer_kor\games\names\oddball         28          0          0          0          0          0          0          0      50688          0      50716
                                                    sound\dialog\multiplayer_cht\games\names\oddball         28          0          0          0          0          0          0          0      66816          0      66844
                                                   sound\dialog\multiplayer\games\oddball\ball_taken         28          0          0          0          0          0          0          0      82944          0      82972
                                               sound\dialog\multiplayer_jpn\games\oddball\ball_taken         28          0          0          0          0          0          0          0      59904          0      59932
                                                sound\dialog\multiplayer_de\games\oddball\ball_taken         28          0          0          0          0          0          0          0      59904          0      59932
                                                sound\dialog\multiplayer_fr\games\oddball\ball_taken         28          0          0          0          0          0          0          0      66816          0      66844
                                                sound\dialog\multiplayer_sp\games\oddball\ball_taken         28          0          0          0          0          0          0          0      64512          0      64540
                                                sound\dialog\multiplayer_it\games\oddball\ball_taken         28          0          0          0          0          0          0          0      64512          0      64540
                                               sound\dialog\multiplayer_kor\games\oddball\ball_taken         28          0          0          0          0          0          0          0      43776          0      43804
                                               sound\dialog\multiplayer_cht\games\oddball\ball_taken         28          0          0          0          0          0          0          0      82944          0      82972
                                                    sound\dialog\multiplayer\games\oddball\play_ball         28          0          0          0          0          0          0          0      50688          0      50716
                                                sound\dialog\multiplayer_jpn\games\oddball\play_ball         28          0          0          0          0          0          0          0      43776          0      43804
                                                 sound\dialog\multiplayer_de\games\oddball\play_ball         28          0          0          0          0          0          0          0      50688          0      50716
                                                 sound\dialog\multiplayer_fr\games\oddball\play_ball         28          0          0          0          0          0          0          0      50688          0      50716
                                                 sound\dialog\multiplayer_sp\games\oddball\play_ball         28          0          0          0          0          0          0          0      46080          0      46108
                                                 sound\dialog\multiplayer_it\games\oddball\play_ball         28          0          0          0          0          0          0          0      46080          0      46108
                                                sound\dialog\multiplayer_kor\games\oddball\play_ball         28          0          0          0          0          0          0          0      71424          0      71452
                                                sound\dialog\multiplayer_cht\games\oddball\play_ball         28          0          0          0          0          0          0          0      55296          0      55324
                                               sound\dialog\multiplayer\games\names\king_of_the_hill         28          0          0          0          0          0          0          0      96768          0      96796
                                           sound\dialog\multiplayer_jpn\games\names\king_of_the_hill         28          0          0          0          0          0          0          0      52992          0      53020
                                            sound\dialog\multiplayer_de\games\names\king_of_the_hill         28          0          0          0          0          0          0          0      73728          0      73756
                                            sound\dialog\multiplayer_fr\games\names\king_of_the_hill         28          0          0          0          0          0          0          0      69120          0      69148
                                            sound\dialog\multiplayer_sp\games\names\king_of_the_hill         28          0          0          0          0          0          0          0      92160          0      92188
                                            sound\dialog\multiplayer_it\games\names\king_of_the_hill         28          0          0          0          0          0          0          0      64512          0      64540
                                           sound\dialog\multiplayer_kor\games\names\king_of_the_hill         28          0          0          0          0          0          0          0      71424          0      71452
                                           sound\dialog\multiplayer_cht\games\names\king_of_the_hill         28          0          0          0          0          0          0          0      96768          0      96796
                                                      sound\dialog\multiplayer\games\king\hill_moved         28          0          0          0          0          0          0          0      66816          0      66844
                                                  sound\dialog\multiplayer_jpn\games\king\hill_moved         28          0          0          0          0          0          0          0      59904          0      59932
                                                   sound\dialog\multiplayer_de\games\king\hill_moved         28          0          0          0          0          0          0          0      57600          0      57628
                                                   sound\dialog\multiplayer_fr\games\king\hill_moved         28          0          0          0          0          0          0          0      64512          0      64540
                                                   sound\dialog\multiplayer_sp\games\king\hill_moved         28          0          0          0          0          0          0          0      85248          0      85276
                                                   sound\dialog\multiplayer_it\games\king\hill_moved         28          0          0          0          0          0          0          0      69120          0      69148
                                                  sound\dialog\multiplayer_kor\games\king\hill_moved         28          0          0          0          0          0          0          0      55296          0      55324
                                                  sound\dialog\multiplayer_cht\games\king\hill_moved         28          0          0          0          0          0          0          0      66816          0      66844
                                                 sound\dialog\multiplayer\games\king\hill_controlled         28          0          0          0          0          0          0          0      62208          0      62236
                                             sound\dialog\multiplayer_jpn\games\king\hill_controlled         28          0          0          0          0          0          0          0      62208          0      62236
                                              sound\dialog\multiplayer_de\games\king\hill_controlled         28          0          0          0          0          0          0          0      71424          0      71452
                                              sound\dialog\multiplayer_fr\games\king\hill_controlled         28          0          0          0          0          0          0          0      57600          0      57628
                                              sound\dialog\multiplayer_sp\games\king\hill_controlled         28          0          0          0          0          0          0          0      82944          0      82972
                                              sound\dialog\multiplayer_it\games\king\hill_controlled         28          0          0          0          0          0          0          0      64512          0      64540
                                             sound\dialog\multiplayer_kor\games\king\hill_controlled         28          0          0          0          0          0          0          0      41472          0      41500
                                             sound\dialog\multiplayer_cht\games\king\hill_controlled         28          0          0          0          0          0          0          0      64512          0      64540
                                                  sound\dialog\multiplayer\games\king\hill_contested         28          0          0          0          0          0          0          0      76032          0      76060
                                              sound\dialog\multiplayer_jpn\games\king\hill_contested         28          0          0          0          0          0          0          0      69120          0      69148
                                               sound\dialog\multiplayer_de\games\king\hill_contested         28          0          0          0          0          0          0          0      59904          0      59932
                                               sound\dialog\multiplayer_fr\games\king\hill_contested         28          0          0          0          0          0          0          0      57600          0      57628
                                               sound\dialog\multiplayer_sp\games\king\hill_contested         28          0          0          0          0          0          0          0      87552          0      87580
                                               sound\dialog\multiplayer_it\games\king\hill_contested         28          0          0          0          0          0          0          0      62208          0      62236
                                              sound\dialog\multiplayer_kor\games\king\hill_contested         28          0          0          0          0          0          0          0      59904          0      59932
                                              sound\dialog\multiplayer_cht\games\king\hill_contested         28          0          0          0          0          0          0          0      76032          0      76060
                                                     sound\dialog\multiplayer\games\names\juggernaut         28          0          0          0          0          0          0          0      69120          0      69148
                                                 sound\dialog\multiplayer_jpn\games\names\juggernaut         28          0          0          0          0          0          0          0      41472          0      41500
                                                  sound\dialog\multiplayer_de\games\names\juggernaut         28          0          0          0          0          0          0          0      43776          0      43804
                                                  sound\dialog\multiplayer_fr\games\names\juggernaut         28          0          0          0          0          0          0          0      57600          0      57628
                                                  sound\dialog\multiplayer_sp\games\names\juggernaut         28          0          0          0          0          0          0          0      64512          0      64540
                                                  sound\dialog\multiplayer_it\games\names\juggernaut         28          0          0          0          0          0          0          0      48384          0      48412
                                                 sound\dialog\multiplayer_kor\games\names\juggernaut         28          0          0          0          0          0          0          0      43776          0      43804
                                                 sound\dialog\multiplayer_cht\games\names\juggernaut         28          0          0          0          0          0          0          0      76032          0      76060
                                            sound\dialog\multiplayer\games\juggernaut\new_juggernaut         28          0          0          0          0          0          0          0      80640          0      80668
                                        sound\dialog\multiplayer_jpn\games\juggernaut\new_juggernaut         28          0          0          0          0          0          0          0      66816          0      66844
                                         sound\dialog\multiplayer_de\games\juggernaut\new_juggernaut         28          0          0          0          0          0          0          0      64512          0      64540
                                         sound\dialog\multiplayer_fr\games\juggernaut\new_juggernaut         28          0          0          0          0          0          0          0      76032          0      76060
                                         sound\dialog\multiplayer_sp\games\juggernaut\new_juggernaut         28          0          0          0          0          0          0          0      87552          0      87580
                                         sound\dialog\multiplayer_it\games\juggernaut\new_juggernaut         28          0          0          0          0          0          0          0      76032          0      76060
                                        sound\dialog\multiplayer_kor\games\juggernaut\new_juggernaut         28          0          0          0          0          0          0          0      57600          0      57628
                                        sound\dialog\multiplayer_cht\games\juggernaut\new_juggernaut         28          0          0          0          0          0          0          0      80640          0      80668
                                                    sound\dialog\multiplayer\games\names\territories         28          0          0          0          0          0          0          0      78336          0      78364
                                                sound\dialog\multiplayer_jpn\games\names\territories         28          0          0          0          0          0          0          0      39168          0      39196
                                                 sound\dialog\multiplayer_de\games\names\territories         28          0          0          0          0          0          0          0      57600          0      57628
                                                 sound\dialog\multiplayer_fr\games\names\territories         28          0          0          0          0          0          0          0      46080          0      46108
                                                 sound\dialog\multiplayer_sp\games\names\territories         28          0          0          0          0          0          0          0      64512          0      64540
                                                 sound\dialog\multiplayer_it\games\names\territories         28          0          0          0          0          0          0          0      41472          0      41500
                                                sound\dialog\multiplayer_kor\games\names\territories         28          0          0          0          0          0          0          0      46080          0      46108
                                                sound\dialog\multiplayer_cht\games\names\territories         28          0          0          0          0          0          0          0      22367          0      22395
                                     sound\dialog\multiplayer\games\territories\territory_controlled         28          0          0          0          0          0          0          0      87552          0      87580
                                 sound\dialog\multiplayer_jpn\games\territories\territory_controlled         28          0          0          0          0          0          0          0      66816          0      66844
                                  sound\dialog\multiplayer_de\games\territories\territory_controlled         28          0          0          0          0          0          0          0      87552          0      87580
                                  sound\dialog\multiplayer_fr\games\territories\territory_controlled         28          0          0          0          0          0          0          0      66816          0      66844
                                  sound\dialog\multiplayer_sp\games\territories\territory_controlled         28          0          0          0          0          0          0          0      96768          0      96796
                                  sound\dialog\multiplayer_it\games\territories\territory_controlled         28          0          0          0          0          0          0          0      76032          0      76060
                                 sound\dialog\multiplayer_kor\games\territories\territory_controlled         28          0          0          0          0          0          0          0      39168          0      39196
                                 sound\dialog\multiplayer_cht\games\territories\territory_controlled         28          0          0          0          0          0          0          0      87552          0      87580
                                           sound\dialog\multiplayer\games\territories\territory_lost         28          0          0          0          0          0          0          0      80640          0      80668
                                       sound\dialog\multiplayer_jpn\games\territories\territory_lost         28          0          0          0          0          0          0          0      66816          0      66844
                                        sound\dialog\multiplayer_de\games\territories\territory_lost         28          0          0          0          0          0          0          0      71424          0      71452
                                        sound\dialog\multiplayer_fr\games\territories\territory_lost         28          0          0          0          0          0          0          0      66816          0      66844
                                        sound\dialog\multiplayer_sp\games\territories\territory_lost         28          0          0          0          0          0          0          0      92160          0      92188
                                        sound\dialog\multiplayer_it\games\territories\territory_lost         28          0          0          0          0          0          0          0      66816          0      66844
                                       sound\dialog\multiplayer_kor\games\territories\territory_lost         28          0          0          0          0          0          0          0      43776          0      43804
                                       sound\dialog\multiplayer_cht\games\territories\territory_lost         28          0          0          0          0          0          0          0      80640          0      80668
                                                sound\dialog\multiplayer\games\territories\land_grab         28          0          0          0          0          0          0          0      69120          0      69148
                                            sound\dialog\multiplayer_jpn\games\territories\land_grab         28          0          0          0          0          0          0          0      50688          0      50716
                                             sound\dialog\multiplayer_de\games\territories\land_grab         28          0          0          0          0          0          0          0      64512          0      64540
                                             sound\dialog\multiplayer_fr\games\territories\land_grab         28          0          0          0          0          0          0          0      59904          0      59932
                                             sound\dialog\multiplayer_sp\games\territories\land_grab         28          0          0          0          0          0          0          0      99072          0      99100
                                             sound\dialog\multiplayer_it\games\territories\land_grab         28          0          0          0          0          0          0          0      87552          0      87580
                                            sound\dialog\multiplayer_kor\games\territories\land_grab         28          0          0          0          0          0          0          0      46656          0      46684
                                            sound\dialog\multiplayer_cht\games\territories\land_grab         28          0          0          0          0          0          0          0      78336          0      78364
                                                        sound\dialog\multiplayer\games\names\assault         28          0          0          0          0          0          0          0      57600          0      57628
                                                    sound\dialog\multiplayer_jpn\games\names\assault         28          0          0          0          0          0          0          0      39168          0      39196
                                                     sound\dialog\multiplayer_de\games\names\assault         28          0          0          0          0          0          0          0      50688          0      50716
                                                     sound\dialog\multiplayer_fr\games\names\assault         28          0          0          0          0          0          0          0      32256          0      32284
                                                     sound\dialog\multiplayer_sp\games\names\assault         28          0          0          0          0          0          0          0      48384          0      48412
                                                     sound\dialog\multiplayer_it\games\names\assault         28          0          0          0          0          0          0          0      36864          0      36892
                                                    sound\dialog\multiplayer_kor\games\names\assault         28          0          0          0          0          0          0          0      50688          0      50716
                                                    sound\dialog\multiplayer_cht\games\names\assault         28          0          0          0          0          0          0          0      66816          0      66844
                                                sound\dialog\multiplayer\games\invasion\bomb_dropped         28          0          0          0          0          0          0          0      52992          0      53020
                                            sound\dialog\multiplayer_jpn\games\invasion\bomb_dropped         28          0          0          0          0          0          0          0      69120          0      69148
                                             sound\dialog\multiplayer_de\games\invasion\bomb_dropped         28          0          0          0          0          0          0          0      69120          0      69148
                                             sound\dialog\multiplayer_fr\games\invasion\bomb_dropped         28          0          0          0          0          0          0          0      62208          0      62236
                                             sound\dialog\multiplayer_sp\games\invasion\bomb_dropped         28          0          0          0          0          0          0          0      62208          0      62236
                                             sound\dialog\multiplayer_it\games\invasion\bomb_dropped         28          0          0          0          0          0          0          0      59904          0      59932
                                            sound\dialog\multiplayer_kor\games\invasion\bomb_dropped         28          0          0          0          0          0          0          0      66816          0      66844
                                            sound\dialog\multiplayer_cht\games\invasion\bomb_dropped         28          0          0          0          0          0          0          0      62208          0      62236
                                               sound\dialog\multiplayer\games\invasion\bomb_returned         28          0          0          0          0          0          0          0      78336          0      78364
                                           sound\dialog\multiplayer_jpn\games\invasion\bomb_returned         28          0          0          0          0          0          0          0      69120          0      69148
                                            sound\dialog\multiplayer_de\games\invasion\bomb_returned         28          0          0          0          0          0          0          0      64512          0      64540
                                            sound\dialog\multiplayer_fr\games\invasion\bomb_returned         28          0          0          0          0          0          0          0      73728          0      73756
                                            sound\dialog\multiplayer_sp\games\invasion\bomb_returned         28          0          0          0          0          0          0          0      76032          0      76060
                                            sound\dialog\multiplayer_it\games\invasion\bomb_returned         28          0          0          0          0          0          0          0      69120          0      69148
                                           sound\dialog\multiplayer_kor\games\invasion\bomb_returned         28          0          0          0          0          0          0          0      66816          0      66844
                                           sound\dialog\multiplayer_cht\games\invasion\bomb_returned         28          0          0          0          0          0          0          0      78336          0      78364
                                                     sound\dialog\multiplayer\games\invasion\defense         28          0          0          0          0          0          0          0      62208          0      62236
                                                 sound\dialog\multiplayer_jpn\games\invasion\defense         28          0          0          0          0          0          0          0      43776          0      43804
                                                  sound\dialog\multiplayer_de\games\invasion\defense         28          0          0          0          0          0          0          0      36864          0      36892
                                                  sound\dialog\multiplayer_fr\games\invasion\defense         28          0          0          0          0          0          0          0      52992          0      53020
                                                  sound\dialog\multiplayer_sp\games\invasion\defense         28          0          0          0          0          0          0          0      52992          0      53020
                                                  sound\dialog\multiplayer_it\games\invasion\defense         28          0          0          0          0          0          0          0      48384          0      48412
                                                 sound\dialog\multiplayer_kor\games\invasion\defense         28          0          0          0          0          0          0          0      29952          0      29980
                                                 sound\dialog\multiplayer_cht\games\invasion\defense         28          0          0          0          0          0          0          0      62208          0      62236
                                                     sound\dialog\multiplayer\games\invasion\offense         28          0          0          0          0          0          0          0      55296          0      55324
                                                 sound\dialog\multiplayer_jpn\games\invasion\offense         28          0          0          0          0          0          0          0      46080          0      46108
                                                  sound\dialog\multiplayer_de\games\invasion\offense         28          0          0          0          0          0          0          0      36864          0      36892
                                                  sound\dialog\multiplayer_fr\games\invasion\offense         28          0          0          0          0          0          0          0      48384          0      48412
                                                  sound\dialog\multiplayer_sp\games\invasion\offense         28          0          0          0          0          0          0          0      62208          0      62236
                                                  sound\dialog\multiplayer_it\games\invasion\offense         28          0          0          0          0          0          0          0      39168          0      39196
                                                 sound\dialog\multiplayer_kor\games\invasion\offense         28          0          0          0          0          0          0          0      25344          0      25372
                                                 sound\dialog\multiplayer_cht\games\invasion\offense         28          0          0          0          0          0          0          0      55296          0      55324
                                                  sound\dialog\multiplayer\games\invasion\bomb_taken         28          0          0          0          0          0          0          0      64512          0      64540
                                              sound\dialog\multiplayer_jpn\games\invasion\bomb_taken         28          0          0          0          0          0          0          0      69120          0      69148
                                               sound\dialog\multiplayer_de\games\invasion\bomb_taken         28          0          0          0          0          0          0          0      64512          0      64540
                                               sound\dialog\multiplayer_fr\games\invasion\bomb_taken         28          0          0          0          0          0          0          0      69120          0      69148
                                               sound\dialog\multiplayer_sp\games\invasion\bomb_taken         28          0          0          0          0          0          0          0      69120          0      69148
                                               sound\dialog\multiplayer_it\games\invasion\bomb_taken         28          0          0          0          0          0          0          0      48384          0      48412
                                              sound\dialog\multiplayer_kor\games\invasion\bomb_taken         28          0          0          0          0          0          0          0      50688          0      50716
                                              sound\dialog\multiplayer_cht\games\invasion\bomb_taken         28          0          0          0          0          0          0          0      64512          0      64540
                                                sound\dialog\multiplayer\games\invasion\bomb_defused         28          0          0          0          0          0          0          0      73728          0      73756
                                            sound\dialog\multiplayer_jpn\games\invasion\bomb_defused         28          0          0          0          0          0          0          0      73728          0      73756
                                             sound\dialog\multiplayer_de\games\invasion\bomb_defused         28          0          0          0          0          0          0          0      64512          0      64540
                                             sound\dialog\multiplayer_fr\games\invasion\bomb_defused         28          0          0          0          0          0          0          0      80640          0      80668
                                             sound\dialog\multiplayer_sp\games\invasion\bomb_defused         28          0          0          0          0          0          0          0      89856          0      89884
                                             sound\dialog\multiplayer_it\games\invasion\bomb_defused         28          0          0          0          0          0          0          0      66816          0      66844
                                            sound\dialog\multiplayer_kor\games\invasion\bomb_defused         28          0          0          0          0          0          0          0      55296          0      55324
                                            sound\dialog\multiplayer_cht\games\invasion\bomb_defused         28          0          0          0          0          0          0          0      73728          0      73756
                                                sound\dialog\multiplayer\games\invasion\bomb_planted         28          0          0          0          0          0          0          0      66816          0      66844
                                            sound\dialog\multiplayer_jpn\games\invasion\bomb_planted         28          0          0          0          0          0          0          0      66816          0      66844
                                             sound\dialog\multiplayer_de\games\invasion\bomb_planted         28          0          0          0          0          0          0          0      57600          0      57628
                                             sound\dialog\multiplayer_fr\games\invasion\bomb_planted         28          0          0          0          0          0          0          0      69120          0      69148
                                             sound\dialog\multiplayer_sp\games\invasion\bomb_planted         28          0          0          0          0          0          0          0      87552          0      87580
                                             sound\dialog\multiplayer_it\games\invasion\bomb_planted         28          0          0          0          0          0          0          0      52992          0      53020
                                            sound\dialog\multiplayer_kor\games\invasion\bomb_planted         28          0          0          0          0          0          0          0      62208          0      62236
                                            sound\dialog\multiplayer_cht\games\invasion\bomb_planted         28          0          0          0          0          0          0          0      66816          0      66844
                                                  sound\dialog\multiplayer\games\invasion\bomb_armed         28          0          0          0          0          0          0          0      76032          0      76060
                                              sound\dialog\multiplayer_jpn\games\invasion\bomb_armed         28          0          0          0          0          0          0          0      64512          0      64540
                                               sound\dialog\multiplayer_de\games\invasion\bomb_armed         28          0          0          0          0          0          0          0      64512          0      64540
                                               sound\dialog\multiplayer_fr\games\invasion\bomb_armed         28          0          0          0          0          0          0          0      73728          0      73756
                                               sound\dialog\multiplayer_sp\games\invasion\bomb_armed         28          0          0          0          0          0          0          0      82944          0      82972
                                               sound\dialog\multiplayer_it\games\invasion\bomb_armed         28          0          0          0          0          0          0          0      73728          0      73756
                                              sound\dialog\multiplayer_kor\games\invasion\bomb_armed         28          0          0          0          0          0          0          0      59904          0      59932
                                              sound\dialog\multiplayer_cht\games\invasion\bomb_armed         28          0          0          0          0          0          0          0      76032          0      76060
                                                                          sound totals for 5862 tags     164136          0          0          0          0   37731746          0          0  187183780          0  225079662

sound_mix                                                                                                   tag     string    padding  tag splat     bitmap      sound   vertices   geometry     shared  duplicate      total
                                                                                     sound\sound_mix         88          0          0          0          0          0          0          0          0          0         88
                                                                         sound_mix totals for 1 tags         88          0          0          0          0          0          0          0          0          0         88

shader_pass                                                                                                 tag     string    padding  tag splat     bitmap      sound   vertices   geometry     shared  duplicate      total
                                                  shaders\shader_passes\lightmap\lightmap_tex_detail      95288          0          4        756          0          0          0          0          0          0      95292
                                   shaders\shader_passes\self_illumination\default_self_illumination       5292          0          4        216          0          0          0          0          0          0       5296
                                                                shaders\shader_passes\fog\fog_planar      22476          0          4        396          0          0          0          0          0          0      22480
                                     shaders\shader_passes\light_response\default_light_combined_tex     579192          0          4       4576          0          0          0          0          0          0     579196
            shaders\shader_passes\light_response\default_light_combined_tangentspace_specular_sphere      48320          0          4        656          0          0          0          0          0          0      48324
                                                        shaders\shader_passes\shadow\shadow_generate       3484          0          4        356          0          0          0          0          0          0       3488
                                                  shaders\shader_passes\shadow\shadow_apply_combined      11456          0          4        576          0          0          0          0          0          0      11460
                                                         shaders\shader_passes\lightmap\lightmap_tex      88212          0          4        756          0          0          0          0          0          0      88216
                                        shaders\shader_passes\texture_mapping\default_texture_zwrite       5788          0          4        216          0          0          0          0          0          0       5792
                                                         shaders\shader_passes\lightmap\lightmap_env      96456          0          4        756          0          0          0          0          0          0      96460
                            shaders\shader_passes\light_response\default_light_combined_tangentspace     550004          0          4       6016          0          0          0          0          0          0     550008
                                                     shaders\shader_passes\lightmap\lightmap_tex_env      33652          0          4        756          0          0          0          0          0          0      33656
                 shaders\shader_passes\light_response\default_light_combined_tex_first_person_detail     522712          0          4       4576          0          0          0          0          0          0     522716
                                   shaders\shader_passes\lightmap\lightmap_tex_detail_blend_specular     113776          0          4        756          0          0          0          0          0          0     113780
                shaders\shader_passes\environment_mapping\default_environment_map_tangent_space_fast       6476          0          4        216          0          0          0          0          0          0       6480
                                       shaders\shader_passes\lightmap\lightmap_tex_four_change_color     117596          0          4        756          0          0          0          0          0          0     117600
                     shaders\shader_passes\environment_mapping\default_environment_map_tangent_space       8384          0          4        216          0          0          0          0          0          0       8388
                   shaders\shader_passes\light_response\default_light_combined_tex_four_change_color     733460          0          4       4576          0          0          0          0          0          0     733464
                                        shaders\shader_passes\lightmap\lightmap_tex_change_color_env      34892          0          4        436          0          0          0          0          0          0      34896
                                         shaders\shader_passes\texture_mapping\emblem_overlay_simple       6252          0          4        216          0          0          0          0          0          0       6256
                               shaders\shader_passes\transparent\effect_shader_alphablend_distortion       4104          0          4        276          0          0          0          0          0          0       4108
                                                   shaders\shader_passes\transparent\particle_plasma      12884          0          4        276          0          0          0          0          0          0      12888
                                       shaders\shader_passes\transparent\effect_shader_additive_tint      10024          0          4        276          0          0          0          0          0          0      10028
