sound_effect_template                                                                                       tag     string    padding  tag splat     bitmap      sound   vertices   geometry     shared  duplicate      total
                                             scenarios\skies\solo\highcharity\bitmaps\sky_high_atmos        248          0          0         36      45480          0          0          0          0          0      45728
                                          scenarios\skies\solo\highcharity\bitmaps\sky_high_citymask        248          0          0         36      20687          0          0          0          0          0      20935
                                     scenarios\skies\solo\highcharity\bitmaps\sky_high_cloudlow_mask        248          0          0         36      17322          0          0          0          0          0      17570
                                         scenarios\skies\solo\highcharity\bitmaps\sky_high_cloudtile        248          0          0         36      38559          0          0          0          0          0      38807
                                            scenarios\skies\solo\highcharity\bitmaps\sky_high_ground        248          0          0         36     307051          0          0          0          0          0     307299
                                            scenarios\skies\solo\highcharity\bitmaps\sky_high_lights        248          0          0         36      17551          0          0          0          0          0      17799
                                             scenarios\skies\solo\highcharity\bitmaps\sky_high_panel        248          0          0         36      39212          0          0          0          0          0      39460
                                             scenarios\skies\solo\highcharity\bitmaps\sky_high_point        248          0          0         36        485          0          0          0          0          0        733
                                     scenarios\skies\solo\highcharity\bitmaps\sky_high_rear_supports        248          0          0         36      16713          0          0          0          0          0      16961
                                 scenarios\skies\solo\highcharity\bitmaps\sky_high_rear_supports_det        248          0          0         36      14920          0          0          0          0          0      15168
                                          scenarios\skies\solo\highcharity\bitmaps\sky_high_scrapers        248          0          0         36       7237          0          0          0          0          0       7485
                                              scenarios\skies\solo\highcharity\bitmaps\sky_high_ship        248          0          0         36      45489          0          0          0          0          0      45737
                                         scenarios\skies\solo\highcharity\bitmaps\sky_high_softnoise        248          0          0         36       2248          0          0          0          0          0       2496
                                               scenarios\skies\solo\highcharity\bitmaps\sky_high_vol        248          0          0         36       2582          0          0          0          0          0       2830
                                                     scenarios\skies\solo\spacestation\bitmaps\stars        248          0          0         36      10198          0          0          0          0          0      10446
                                             shaders\default_bitmaps\bitmaps\color_white_alpha_black        248          0          0         36         34          0          0          0          0          0        282
                                                           effects\bitmaps\solids\scarab_beam_saliva        344         28         28         40          0          0          0          0       1159          0       1559
                                        effects\decals\blood_splats\bitmaps\scarab_beam_saliva_splat        528        112         88         52          0          0          0          0       4564          0       5292
                                                                     rasterizer\distance_attenuation        248          0          0         36          0          0          0          0      31920          0      32168
                                                                     rasterizer\vector_normalization        504         56         32         48          0          0          0          0     114609          0     115201
                                                                                rasterizer\gradients        920          0          0         52          0          0          0          0       3166          0       4086
                                                               globals\loading_screen\loading_screen        248          0          0         36          0          0          0          0      69950          0      70198
                                                         globals\loading_screen\loading_screen_sweep        248          0          0         36          0          0          0          0        815          0       1063
                                                      globals\loading_screen\loading_screen_spinners        416          0          0         40          0          0          0          0      39892          0      40308
                                                                                     rasterizer\glow        292         28         16         40          0          0          0          0      12598          0      12934
                                                         globals\loading_screen\loading_screen_logos        416          0          0         40          0          0          0          0      20036          0      20452
                                                       globals\loading_screen\loading_screen_tickers       1140        140         80         72          0          0          0          0       8138          0       9498
                                                                               rasterizer\default_2d        928        112         64         64          0          0          0          0         89          0       1193
                                                                               rasterizer\default_3d        928        112         64         64          0          0          0          0         93          0       1197
                                                                         rasterizer\default_cube_map        928        112         64         64          0          0          0          0         97          0       1201
                                                                ui\hud\bitmaps\new_hud\hud_waypoints       1988        252        144        104          0          0          0          0      23284          0      25668
                                                     ui\hud\bitmaps\new_hud\crosshairs\dashboard_new       1988        252        144        104          0          0          0          0      16265          0      18649
                                                                ui\hud\bitmaps\new_hud\default_arrow        248          0          0         36          0          0          0          0       1247          0       1495
                                                                  ui\hud\bitmaps\new_hud\icon_border        248          0          0         36          0          0          0          0         42          0        290
                                                               ui\hud\bitmaps\new_hud\friendly_arrow        248          0          0         36          0          0          0          0       1030          0       1278
                                                          ui\hud\bitmaps\new_hud\dead_friendly_arrow        248          0          0         36          0          0          0          0        425          0        673
                                                                   ui\hud\bitmaps\new_hud\reset_flag        248          0          0         36          0          0          0          0       1451          0       1699
                                                                   ui\hud\bitmaps\new_hud\reset_bomb        248          0          0         36          0          0          0          0       1781          0       2029
                                                                 ui\hud\bitmaps\new_hud\emblem_dummy        248          0          0         36          0          0          0          0         57          0        305
                                                                   ui\hud\bitmaps\new_hud\reset_ball        248          0          0         36          0          0          0          0       1782          0       2030
                                                   ui\hud\bitmaps\new_hud\player_training\h_topright        248          0          0         36          0          0          0          0         62          0        310
                                                  ui\hud\bitmaps\new_hud\player_training\h_topcenter        248          0          0         36          0          0          0          0         31          0        279
                                                    ui\hud\bitmaps\new_hud\player_training\h_topleft        248          0          0         36          0          0          0          0         34          0        282
                                                     ui\hud\bitmaps\new_hud\player_training\h_center        248          0          0         36          0          0          0          0         25          0        273
                                                   ui\hud\bitmaps\new_hud\player_training\c_topright        248          0          0         36          0          0          0          0        140          0        388
                                                  ui\hud\bitmaps\new_hud\player_training\c_topcenter        248          0          0         36          0          0          0          0         54          0        302
                                                    ui\hud\bitmaps\new_hud\player_training\c_topleft        248          0          0         36          0          0          0          0         47          0        295
                                                     ui\hud\bitmaps\new_hud\player_training\c_center        248          0          0         36          0          0          0          0         25          0        273
                                                                          ui\hud\bitmaps\hud_sweeper        248          0          0         36          0          0          0          0      18566          0      18814
                                                                     ui\hud\bitmaps\hud_sweeper_mask        248          0          0         36          0          0          0          0       6686          0       6934
                                                                      ui\hud\bitmaps\hud_multiplayer        248          0          0         36          0          0          0          0        374          0        622
                                                                      ui\hud\bitmaps\hud_sensor_blip        248          0          0         36          0          0          0          0       7950          0       8198
                                                               ui\hud\bitmaps\hud_sensor_blip_custom        248          0          0         36          0          0          0          0        291          0        539
                                                                                  rasterizer\invalid       2880        392        224        140          0          0          0          0      86607          0      90103
                                                                             rasterizer\plasma_noise        248          0          0         36          0          0          0          0      18705          0      18953
                                                                    ui\global_bitmaps\global_bitmaps        248          0          0         36          0          0          0          0         25          0        273
                                                                        ui\list_skins\default\arrows        416          0          0         40          0          0          0          0       4166          0       4582
                                                               ui\list_skins\default\item_background        248          0          0         36          0          0          0          0       1111          0       1359
                                                                       ui\list_skins\default\end_cap        584          0          0         44          0          0          0          0      14043          0      14627
                                                                    ui\list_skins\y_menu_list\arrows        416          0          0         40          0          0          0          0       1317          0       1733
                                                                      ui\player_skins\ymenu_yourself        248          0          0         36          0          0          0          0        387          0        635
                                                        ui\list_skins\profile_picker\item_background        248          0          0         36          0          0          0          0        541          0        789
                                                                     ui\global_bitmaps\rank_icons_sm       8480          0          0        232          0          0          0          0      41139          0      49619
                                                          ui\global_bitmaps\emblems\background_small       5500         28         16        164          0          0          0          0      11215          0      16759
                                                          ui\global_bitmaps\emblems\foreground_small      10876         28         16        292          0          0          0          0      85120          0      96040
                                                                  ui\list_skins\setting_lists\arrows        416          0          0         40          0          0          0          0       5807          0       6223
                                                       ui\list_skins\setting_lists\settings_list_bkd        248          0          0         36          0          0          0          0       1489          0       1737
                                                                  ui\list_skins\setting_lists\hilite        584          0          0         44          0          0          0          0      40199          0      40783
                                                          ui\list_skins\setting_lists\hilite_bracket        752          0          0         48          0          0          0          0      11188          0      11940
                                                                          incompetent\bitmaps\arrows        416          0          0         40          0          0          0          0        158          0        574
                                                      ui\list_skins\playlist_entries\item_background        584          0          0         44          0          0          0          0       2201          0       2785
                                                               ui\list_skins\playlist_entries\select        584          0          0         44          0          0          0          0        719          0       1303
                                                                         ui\list_skins\variants\lock        248          0          0         36          0          0          0          0         84          0        332
                                                        ui\list_skins\squad_lobby_player_list\arrows        416          0          0         40          0          0          0          0       5474          0       5890
                                                          ui\list_skins\game_browser\item_background        248          0          0         36          0          0          0          0      12243          0      12491
                                                                 ui\list_skins\game_browser\end_caps        584          0          0         44          0          0          0          0       1518          0       2102
                                                                              ui\global_bitmaps\null        248          0          0         36          0          0          0          0         19          0        267
                                          ui\screens\game_shell\network_squad_browser_screen\ds_icon        584          0          0         44          0          0          0          0       6598          0       7182
                                  ui\screens\game_shell\network_squad_browser_screen\custom_map_icon        416          0          0         40          0          0          0          0       1094          0       1510
                                                               ui\list_skins\game_browser\bkd_spacer        248          0          0         36          0          0          0          0         68          0        316
                                                                    ui\list_skins\y_menu_list\hilite        584          0          0         44          0          0          0          0       1721          0       2305
                                                                        ui\global_bitmaps\live_icons       5456          0          0        160          0          0          0          0      54791          0      60247
                                                           ui\list_skins\y_menu_list\item_background        248          0          0         36          0          0          0          0        630          0        878
                                                                        ui\global_bitmaps\rank_icons       8480          0          0        232          0          0          0          0      67847          0      76327
                                                         ui\global_bitmaps\emblems\background_medium       5500         28         16        164          0          0          0          0      32355          0      37899
                                                         ui\global_bitmaps\emblems\foreground_medium      10876         28         16        292          0          0          0          0     173514          0     184434
                                                      ui\list_skins\playlist_listing\item_background        584          0          0         44          0          0          0          0       4497          0       5081
                                                               ui\list_skins\playlist_listing\select        584          0          0         44          0          0          0          0       3661          0       4245
                                                                ui\list_skins\profile_picker\end_cap        584          0          0         44          0          0          0          0       4245          0       4829
                                                                     ui\player_skins\item_background        248          0          0         36          0          0          0          0        482          0        730
                                                                    ui\list_skins\main_menu\list_bkd        584          0          0         44          0          0          0          0      61499          0      62083
                                                        ui\list_skins\main_menu\list_bkd_rings_right        584          0          0         44          0          0          0          0      58523          0      59107
                                                           ui\list_skins\main_menu\list_bkd_multiply        584          0          0         44          0          0          0          0      14048          0      14632
                                                      ui\list_skins\main_menu\list_bkd_multiply_left        584          0          0         44          0          0          0          0      14168          0      14752
                                                          ui\list_skins\color_picker\item_background        584          0          0         44          0          0          0          0       4381          0       4965
                                                                  ui\list_skins\color_picker\end_cap        584          0          0         44          0          0          0          0       3632          0       4216
                                                                  ui\list_skins\y_menu_list\top_item        416          0          0         40          0          0          0          0       1468          0       1884
                                                  ui\list_skins\y_menu_list\hacky_beta_hack_dont_use       1256          0          0         60          0          0          0          0       5492          0       6748
                                                                        ui\list_skins\pcr_lists\team        248          0          0         36          0          0          0          0       1367          0       1615
                                                         ui\screens\game_shell\pregame_lobby\speaker        584          0          0         44          0          0          0          0       3774          0       4358
                                                                     ui\list_skins\pcr_lists\selecto        584          0          0         44          0          0          0          0       1104          0       1688
                                                                      ui\list_skins\pcr_lists\player        248          0          0         36          0          0          0          0       1267          0       1515
                                                                  ui\list_skins\pcr_lists\pvp_others        248          0          0         36          0          0          0          0       1338          0       1586
                                                 ui\screens\game_shell\pregame_lobby\item_background       1564        196        112         88          0          0          0          0      11137          0      13009
                                                                 ui\list_skins\matchmaking\player_in        416          0          0         40          0          0          0          0        182          0        598
                                                           ui\list_skins\matchmaking\item_background        248          0          0         36          0          0          0          0        118          0        366
                                                         ui\list_skins\setting_lists\advanced_hilite        584          0          0         44          0          0          0          0      46660          0      47244
                                   ui\screens\game_shell\network_squad_browser_screen\favorites_icon        416          0          0         40          0          0          0          0       1249          0       1665
                                     ui\screens\game_shell\network_squad_browser_screen\friends_icon        416          0          0         40          0          0          0          0       1049          0       1465
                                         ui\screens\game_shell\network_squad_browser_screen\qos_icon        920          0          0         52          0          0          0          0       1695          0       2615
                                                                             ui\global_bitmaps\ul_07        248          0          0         36          0          0          0          0      16927          0      17175
                                                                             ui\global_bitmaps\br_07        248          0          0         36          0          0          0          0      11647          0      11895
                                                                           ui\global_bitmaps\dialog1        248          0          0         36          0          0          0          0      62506          0      62754
                                                                           ui\global_bitmaps\dialog2        248          0          0         36          0          0          0          0      40540          0      40788
                                                                    cursors\default\bitmaps\pointer1        248          0          0         36          0          0          0          0        559          0        807
                                                             cursors\default\bitmaps\waiting_cursor1        248          0          0         36          0          0          0          0        899          0       1147
                                                                    cursors\default\bitmaps\pointer2        248          0          0         36          0          0          0          0        577          0        825
                                                                cursors\default\bitmaps\text_cursor1        248          0          0         36          0          0          0          0        304          0        552
                                                                     ui\global_bitmaps\live_icons_sm       5456          0          0        160          0          0          0          0      50520          0      55976
                                                                              globals\loading_screen        248          0          0         36          0          0          0          0     104943          0     105191
                                                                ui\screens\misc\loading_screen\sweep        248          0          0         36          0          0          0          0       8141          0       8389
                                            ui\screens\game_shell\xbox_live\message_send\friend_grid        248          0          0         36          0          0          0          0       2940          0       3188
                                                     ui\screens\game_shell\virtual_keyboard\button_1        584          0          0         44          0          0          0          0      10250          0      10834
                                                     ui\screens\game_shell\virtual_keyboard\button_4        584          0          0         44          0          0          0          0      27337          0      27921
                                                     ui\screens\game_shell\virtual_keyboard\button_6        584          0          0         44          0          0          0          0      33603          0      34187
                                                     ui\screens\game_shell\virtual_keyboard\button_2        584          0          0         44          0          0          0          0      14957          0      15541
                                                     ui\screens\game_shell\virtual_keyboard\button_5        584          0          0         44          0          0          0          0      30279          0      30863
                                              ui\screens\game_shell\virtual_keyboard\button_disabled        248          0          0         36          0          0          0          0       7411          0       7659
                                                      ui\screens\game_shell\virtual_keyboard\field_2        248          0          0         36          0          0          0          0      35112          0      35360
                                                                         ui\global_bitmaps\fs_dialog        416          0          0         40          0          0          0          0      79442          0      79858
                                            ui\screens\game_shell\xbox_live\voice_mail_record\border        248          0          0         36          0          0          0          0        255          0        503
                                            ui\screens\game_shell\xbox_live\voice_mail_record\record        416          0          0         40          0          0          0          0       1661          0       2077
                                              ui\screens\game_shell\xbox_live\voice_mail_record\stop        416          0          0         40          0          0          0          0       1346          0       1762
                                              ui\screens\game_shell\xbox_live\voice_mail_record\play        416          0          0         40          0          0          0          0       1540          0       1956
                                              ui\screens\game_shell\xbox_live\voice_mail_record\done        416          0          0         40          0          0          0          0       1629          0       2045
                                                      ui\screens\game_shell\online_y_menu\y_menu_bkd        416          0          0         40          0          0          0          0       2061          0       2477
                                                            ui\screens\game_shell\online_y_menu\tabs        248          0          0         36          0          0          0          0      10470          0      10718
                                                  ui\screens\game_shell\online_y_menu\y_menu_compact        248          0          0         36          0          0          0          0       1927          0       2175
                                    ui\screens\game_shell\settings_screen\player_profile\thumbsticks        416          0          0         40          0          0          0          0     630724          0     631140
                              ui\screens\game_shell\settings_screen\player_profile\thumbstick_arrows        752          0          0         48          0          0          0          0     293664          0     294416
                                                                ui\list_skins\game_setup_list\arrows        416          0          0         40          0          0          0          0       2173          0       2589
                                                ui\screens\game_shell\pregame_lobby\settings_framing        248          0          0         36          0          0          0          0        239          0        487
                                   ui\screens\game_shell\settings_screen\player_profile\thumbsticks2        416          0          0         40          0          0          0          0     404442          0     404858
                             ui\screens\game_shell\settings_screen\player_profile\thumbstick_arrows2        752          0          0         48          0          0          0          0     157022          0     157774
                                  ui\screens\game_shell\settings_screen\player_profile\button_config        416          0          0         40          0          0          0          0     424058          0     424474
                                                          ui\screens\game_shell\online_y_menu\beeper        248          0          0         36          0          0          0          0       1962          0       2210
                                                                             ui\global_bitmaps\ul_03        248          0          0         36          0          0          0          0      50119          0      50367
                                                                             ui\global_bitmaps\br_05        248          0          0         36          0          0          0          0      62521          0      62769
                                         ui\screens\game_shell\settings_screen\player_profile\mouse2        416          0          0         40          0          0          0          0     280148          0     280564
                                                                             ui\global_bitmaps\br_06        248          0          0         36          0          0          0          0      76011          0      76259
                                                          effects\bitmaps\sparks\shield_charge_rings        318         28         22         40          0          0          0          0       5209          0       5577
                                                         effects\bitmaps\sparks\shield_charge_flares        318         28         22         40          0          0          0          0       6059          0       6427
                                              objects\characters\masterchief\fp\bitmaps\fp_arms_bump        248          0          0         36          0          0          0          0     418375          0     418623
                                                   objects\characters\masterchief\fp\bitmaps\fp_arms        248          0          0         36          0          0          0          0      87384          0      87632
                                                objects\characters\masterchief\fp\bitmaps\fp_arms_cc        248          0          0         36          0          0          0          0       9045          0       9293
                                  objects\characters\masterchief\fp\bitmaps\fp_arms_active_camo_bump        248          0          0         36          0          0          0          0      10000          0      10248
                                               objects\characters\dervish\fp\bitmaps\dervish_fp_arms        248          0          0         36          0          0          0          0      80563          0      80811
                                          objects\characters\dervish\fp\bitmaps\dervish_fp_arms_bump        248          0          0         36          0          0          0          0     553628          0     553876
                                              objects\characters\elite\fp_arms\bitmaps\elite_fp_arms        248          0          0         36          0          0          0          0      73024          0      73272
                                         objects\characters\elite\fp_arms\bitmaps\elite_fp_arms_bump        248          0          0         36          0          0          0          0     438144          0     438392
                                    objects\characters\elite\fp_arms\bitmaps\elite_fp_arms_chg_color        248          0          0         36          0          0          0          0      15304          0      15552
                                                                objects\bitmaps\effects\shield_noise       5456          0          0        160          0          0          0          0      43229          0      48685
                                  objects\weapons\rifle\brute_plasma_rifle\bitmaps\plasma_rifle_card        248          0          0         36          0          0          0          0      10419          0      10667
                                       objects\weapons\rifle\brute_plasma_rifle\bitmaps\plasma_rifle        248          0          0         36          0          0          0          0     688515          0     688763
                                    effects\decals\bullet_holes\bitmaps\plasma_burn_inner_glow_brute        318         28         22         40          0          0          0          0        392          0        760
                                       objects\weapons\support_low\sentinel_gun\bitmaps\sentinel_gun        248          0          0         36          0          0          0          0      83214          0      83462
                                  objects\weapons\support_low\sentinel_gun\bitmaps\sentinel_gun_bump        248          0          0         36          0          0          0          0      56829          0      57077
                          objects\weapons\support_low\sentinel_gun\bitmaps\sentinel_gun_change_color        248          0          0         36          0          0          0          0      28326          0      28574
                      objects\weapons\support_low\sentinel_gun\bitmaps\sentinel_gun_bump_active_camo        248          0          0         36          0          0          0          0      65446          0      65694
                                                 ui\hud\bitmaps\new_hud\backgrounds\sentinel_arm_bkd        840         56         32         56          0          0          0          0      24233          0      25161
                                        objects\weapons\rifle\smg_silenced\bitmaps\smg_silencer_bump        248          0          0         36          0          0          0          0       2432          0       2680
                                             objects\weapons\rifle\smg_silenced\bitmaps\smg_silencer        248          0          0         36          0          0          0          0       1673          0       1921
                                                 ui\hud\bitmaps\new_hud\backgrounds\smg_silenced_bkd       1600        112         64         80          0          0          0          0      43890          0      45666
                                                              objects\vehicles\wraith\bitmaps\wraith        248          0          0         36          0          0          0          0     172324          0     172572
                                                         objects\vehicles\wraith\bitmaps\wraith_bump        248          0          0         36          0          0          0          0     239743          0     239991
                                               objects\vehicles\wraith\turrets\mortar\bitmaps\mortar        248          0          0         36          0          0          0          0      83810          0      84058
                                          objects\vehicles\wraith\turrets\mortar\bitmaps\mortar_bump        248          0          0         36          0          0          0          0      94601          0      94849
                                              effects\decals\bullet_holes\bitmaps\wraith_mortar_char        318         28         22         40          0          0          0          0       1675          0       2043
                                                       effects\bitmaps\sparks\sparks_space_explosion        318         28         22         40          0          0          0          0       1251          0       1619
                                                      effects\bitmaps\lens_flares\flares_weapon_lens        248          0          0         36          0          0          0          0       3501          0       3749
                                                              effects\bitmaps\energy\lightning_rings        318         28         22         40          0          0          0          0       3590          0       3958
                                                      objects\vehicles\wraith\bitmaps\antigrav_light        248          0          0         36          0          0          0          0       2277          0       2525
                                                            objects\vehicles\spectre\bitmaps\spectre        248          0          0         36          0          0          0          0     333599          0     333847
                                                       objects\vehicles\spectre\bitmaps\spectre_bump        248          0          0         36          0          0          0          0     296802          0     297050
                                                    objects\vehicles\spectre\bitmaps\spectre_torn_up        248          0          0         36          0          0          0          0       8273          0       8521
                                                             effects\bitmaps\contrails\covenant_beam        248          0          0         36          0          0          0          0      12431          0      12679
                                               objects\vehicles\mongoose\bitmaps\mongoose_wheel_bump        248          0          0         36          0          0          0          0     175352          0     175600
                                                    objects\vehicles\mongoose\bitmaps\mongoose_wheel        248          0          0         36          0          0          0          0      21003          0      21251
                                                     objects\vehicles\mongoose\bitmaps\mongoose_bump        248          0          0         36          0          0          0          0     336013          0     336261
                                                          objects\vehicles\mongoose\bitmaps\mongoose        248          0          0         36          0          0          0          0     122959          0     123207
                                                      objects\vehicles\creep\bitmaps\creep_hull_bump        248          0          0         36          0          0          0          0     525242          0     525490
                                                           objects\vehicles\creep\bitmaps\creep_hull        248          0          0         36          0          0          0          0     303422          0     303670
                                                         objects\vehicles\falcon\bitmaps\falcon_hull        248          0          0         36          0          0          0          0       1233          0       1481
                                                 objects\vehicles\gravity_throne\bitmaps\throne_bump        248          0          0         36          0          0          0          0     360312          0     360560
                                              objects\vehicles\gravity_throne\bitmaps\gravity_throne        248          0          0         36          0          0          0          0     349532          0     349780
                                        objects\vehicles\gravity_throne\bitmaps\gravity_throne_illum        248          0          0         36          0          0          0          0      11709          0      11957
                                          objects\vehicles\gravity_throne\bitmaps\throne_holocontrol        248          0          0         36          0          0          0          0       2067          0       2315
                                                               effects\bitmaps\distortion\distortion        248          0          0         36          0          0          0          0      30534          0      30782
                                                                               multiplayer\hill\hill        248          0          0         36          0          0          0          0       9829          0      10077
                                                       ui\hud\bitmaps\new_hud\scoreboard\score_meter        416          0          0         40          0          0          0          0      21632          0      22048
                                              ui\hud\bitmaps\new_hud\scoreboard\player_locator_arrow        248          0          0         36          0          0          0          0        146          0        394
                                                                   ui\hud\bitmaps\new_hud\bomb_meter        504         56         32         48          0          0          0          0      19333          0      19925
                                                           ui\hud\bitmaps\new_hud\scoreboard\speaker        248          0          0         36          0          0          0          0        588          0        836
